#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
52832,TypoScript Syntax,Feature,"",Resolved,Should have,Allow relative include paths in files,Philipp Gampe,Chris topher,2014-03-19 22:36,"","",2013-10-15,"","",100,2013-10-15 09:34,"","",1389050,"",""
52839,TCA Reference,Feature,"",Closed,Should have,itemsProcFunc may throw exceptions,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-10-15,"","",100,2013-10-15 11:06,"","",1389400,"",""
52853,TYPO3 Skinning Reference,Feature,"",New,Should have,High density sprite images,Christian Kuhn,"",2013-10-15 16:29,"","",2013-10-15,"","",0,2013-10-15 16:03,"","",1390100,"",""
52920,TypoScript Reference (TSref),Feature,"",Resolved,Should have,Support categories in RECORDS object,Francois Suter,Francois Suter,2014-01-22 18:35,"",6.2,2013-10-17,"","",100,2013-10-17 15:19,"","",1393450,"",""
53025,TCA Reference,Feature,"",Closed,Should have,Dokument new IRRE appearance property,Alexander Stehlik,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-10-22,"","",100,2013-10-22 08:53,"","",1398700,"",""
53225,TypoScript Reference (TSref),Feature,"",Closed,Should have,Special handling of noTrimWrap in FILES cObj,Stefan Froemken,Chris topher,2013-10-30 22:42,"","",2013-10-30,"","",0,2013-10-30 12:47,"","",1408700,"",""
53412,TypoScript Reference (TSref),Feature,"",Resolved,Should have,Highlight code blocks as Typoscript by default,Francois Suter,"",2015-12-06 21:33,"","",2013-11-07,"","",0,2013-11-07 13:42,"","",1417900,"",""
54846,Core APIs,Feature,"",Resolved,Should have,Add link to reST introduction in documentation guide,Dan Untenzu,Francois Suter,2014-03-19 17:37,"",6.2,2014-01-08,"","",100,2014-01-08 17:08,"","",1488550,"",""
55007,TCA Reference,Feature,"",Closed,Should have,Document t3editor wizard,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-01-15,"","",100,2014-01-15 08:31,"","",1496350,"",""
55038,TSconfig,Feature,"",Resolved,Must have,New option for cache clearing,Markus Klein,Christian Woebbeking,2014-03-24 00:40,"",6.2,2014-01-16,"",0.50,100,2014-01-16 00:10,"","",1497900,"",""
55188,TCA Reference,Feature,"",Closed,Should have,Allow unique evaulation for TCA type 'check',Oliver Hader,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-01-20,"","",100,2014-01-20 19:58,"","",1504850,"",""
55718,Core APIs,Feature,"",Resolved,Should have,Category registry allows overriding exclude flag,Francois Suter,Francois Suter,2014-03-19 18:36,"",6.2,2014-02-06,"","",100,2014-02-06 10:34,"","",1530600,"",""
56123,TCA Reference,Feature,"",Closed,Should have,Introduce MM_oppositeUsage property,Oliver Hader,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-02-19,"","",100,2014-02-19 14:15,"","",1550400,"",""
56518,ReStructured Text Infrastructure,Feature,"",Resolved,Should have,Recognize more of the old table data to provide special styling,Martin Bless,"",2014-03-04 10:36,"","",2014-03-04,"","",100,2014-03-04 10:05,"","",1570050,"",""
56662,Core APIs,Feature,"",Resolved,Should have,Changes for CacheManager,Francois Suter,Francois Suter,2014-03-20 23:40,"",6.2,2014-03-07,"","",100,2014-03-07 22:02,"","",1577250,"",""
56665,TypoScript Reference (TSref),Feature,"",Resolved,Should have,"New stdWrap property ""escapeJsValue""",Jigal van Hemert,"",2014-03-09 18:36,"","",2014-03-08,"","",100,2014-03-08 10:26,"","",1577400,"",""
56749,TCA Reference,Feature,"",Closed,Should have,New TCA control property shadowColumnsForMovePlaceholders,Oliver Hader,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-11,"","",100,2014-03-11 11:02,"","",1581600,"",""
57121,TypoScript Reference (TSref),Feature,"",Rejected,Should have,Possible new option for preventing links to non translated pages,Alexander Stehlik,"",2016-08-13 19:31,"","",2014-03-20,"","",0,2014-03-20 20:46,"","",1600100,"",""
57171,TypoScript Reference (TSref),Feature,"",Resolved,Should have,"select: Enable queries using ""root"" and ""-1"" for pidInList",Oliver Hader,Chris topher,2014-03-25 13:47,"",6.2,2014-03-22,"","",100,2014-03-22 00:05,"","",1602550,"",""
57253,Core APIs,Feature,"",New,Should have,Document usage of composer manifest,Francois Suter,"",2014-03-25 11:40,"","",2014-03-24,"","",0,2014-03-24 21:41,"","",1606650,"",""
57667,TSconfig,Feature,"",New,Should have,Conditions: Add information about features of available conditions,Philipp Gampe,"",2014-04-24 20:14,"","",2014-04-05,"","",0,2014-04-05 01:59,"","",1627200,"",""
57821,Templating Tutorial (Files),Feature,"",New,Could have,Package as a distribution,Francois Suter,"",2014-04-11 11:48,"","",2014-04-11,"","",0,2014-04-11 11:48,"","",1634900,"",""
57837,Official Doc Extension Template,Feature,"",Resolved,Should have,Make this example the only reference,Francois Suter,Francois Suter,2014-04-11 18:43,"",1.7.0,2014-04-11,"","",100,2014-04-11 16:20,"","",1635700,"",""
57895,TCA Reference,Feature,"",Closed,Should have,New signal in loadBaseTca after building the cached TCA from files,Stefan Neufeind,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-04-14,"","",100,2014-04-14 14:18,"","",1638550,"",""
57910,Templating Tutorial,Feature,"",Needs Feedback,Should have,Make comments for editors unreadable for general public,Dominik Lenné,Francois Suter,2014-04-14 20:27,"","",2014-04-14,"","",0,2014-04-14 18:48,"","",1639300,"",""
57911,Templating Tutorial,Feature,"",New,Should have,"Less screenshots, more short writings",Dominik Lenné,"",2014-04-14 21:18,"","",2014-04-14,"","",0,2014-04-14 19:01,"","",1639350,"",""
57951,TCA Reference,Feature,"",Closed,Should have,API to add cached TCA changes,Stefan Neufeind,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-04-15,"","",100,2014-04-15 16:08,"","",1641350,"",""
58104,TSconfig,Feature,"",Needs Feedback,Should have,Hide cols in BE-Layouts,Stefan Froemken,"",2014-05-05 14:46,"","",2014-04-22,"","",0,2014-04-22 21:45,"","",1649000,"",""
58698,ReST tools,Feature,"",New,Should have,develop pygments TypoScript syntax-highlighter »plugin« + develop pygments Fluid-Templating syntax-highlighter plugin,Stephan Jorek,"",2015-08-17 07:57,"","",2014-05-11,"","",0,2014-05-11 15:12,"","",1678550,"",""
59048,Core APIs,Feature,"",Resolved,Should have,Document TCA/Overrides,Francois Suter,Francois Suter,2014-05-24 22:36,"",6.2,2014-05-22,"","",100,2014-05-22 22:00,"","",1695850,"",""
59089,Core APIs,Feature,"",New,Should have,Document Signal/Slot mechanism,Francois Suter,"",2015-12-22 13:31,"",6.2,2014-05-24,"","",0,2014-05-24 21:37,"","",1697900,"",""
59162,ReStructured Text Infrastructure,Feature,"",Accepted,Must have,Make the the Github hook receiver handle branches,Martin Bless,Martin Bless,2014-05-28 09:41,"","",2014-05-28,"","",0,2014-05-28 09:41,"","",1701550,"",""
60046,TSconfig,Feature,"",Closed,Should have,Document mod.web_ts.disableCacheClearing,Alexander Stehlik,"",2014-11-16 17:17,"",7,2014-07-01,"","",0,2014-07-01 22:05,"","",1745550,"",""
1660,Documentation,Feature,"",Closed,Should have,sync with http://tswiki.net ?,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/11,2008-10-07,2008-10-15,"",100,2008-10-07 17:35,"","",1818150,"",""
1039,Documentation,Feature,"",Closed,Should have,syntax highlighting for HTML,Susanne Moog,Susanne Moog,2010-10-20 11:40,"",sprint 2008/05,2008-07-10,2008-07-10,0.00,100,2008-07-10 22:06,"","",1818450,"",""
1026,wiki.typo3.org,Feature,"",Closed,Must have,Explain how to add a new page in wiki,Martin Holtz,Martin Holtz,2011-09-26 11:18,"","",2008-07-09,2008-07-23,0.00,100,2008-07-09 20:05,"","",1818500,"",""
861,TypoScript in 45 Minutes,Feature,"",Closed,Must have,Help Martijn and Kees to start 45-minutes-translation,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:53,"","",2008-06-25,2008-06-25,0.00,100,2008-06-25 11:17,"","",1818700,"",""
817,wiki.typo3.org,Feature,"",Closed,Should have,News für Suche von Martin,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:44,"","",2008-06-18,2008-07-29,0.00,100,2008-06-18 20:28,"","",1818850,"",""
1396,Documentation,Feature,"",Rejected,Should have,link-collection: RSS-feed-import,Daniel Brüßler,Daniel Brüßler,2010-10-30 11:20,"",sprint 2010/03,2008-08-28,2010-03-31,"",50,2008-08-28 10:37,"","",1819050,"",""
690,wiki.typo3.org,Feature,"",Closed,Could have,google-box-Search / with documentation in wiki,Daniel Brüßler,Martin Holtz,2011-09-26 11:17,"","",2008-05-31,2008-06-30,0.00,100,2008-05-31 13:25,"","",1819100,"",""
10954,wiki.typo3.org,Feature,"",Closed,Should have,wiki.typo3.org - remove Captcha when User is logged in,Fabien Udriot,Daniel Brüßler,2011-09-26 11:14,"","",2010-11-19,"","",100,2010-11-19 12:23,"","",1819150,"",""
13201,wiki.typo3.org,Feature,"",Closed,Must have,Add the website-selector on top-right,Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-02-26,2011-02-26,"",100,2011-02-20 18:30,"","",1819500,"",""
13200,wiki.typo3.org,Feature,"",Closed,Must have,"Add field for ""most important"" (tag, project, team)",Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-03-01,2011-03-08,"",100,2011-02-20 18:19,"","",1819550,"",""
13199,wiki.typo3.org,Feature,"",Closed,Must have,Add orange navigation-bar,Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-02-28,2011-03-01,"",100,2011-02-20 17:58,"","",1819600,"",""
13198,wiki.typo3.org,Feature,"",Closed,Should have,Add the new design as new skin,Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-02-20,2011-02-23,"",100,2011-02-20 17:55,"","",1819650,"",""
13453,wiki.typo3.org,Feature,"",Closed,Should have,optimize background and blocks,Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-03-01,2011-03-22,"",100,2011-02-28 19:21,"","",1819700,"",""
13204,wiki.typo3.org,Feature,"",Closed,Should have,"What features of ""t3o"" could we use also in the wiki? (e.g. the contribution-block)",Daniel Brüßler,Daniel Brüßler,2011-09-26 11:14,"","",2011-02-21,2011-03-21,"",100,2011-02-20 20:49,"","",1819750,"",""
25693,wiki.typo3.org,Feature,"",Closed,Should have,Open external links in a new window,Sabine Hueber,Daniel Brüßler,2011-09-26 11:14,"","",2011-04-03,2011-04-03,"",100,2011-04-01 10:47,"","",1819850,"",""
14515,Documentation,Feature,"",Rejected,Won't have this time,"Add a version row for each property in the reference manuals (TSref, TSconfig, ...)",Volker Graubaum,Chris topher,2011-12-01 17:03,"","",2005-01-29,"","",100,2005-01-29 16:45,"","",2332400,"",""
7843,Core APIs,Feature,"",New,Could have,anchor all specific settings,Felix Oertel,"",2013-05-03 17:54,"","",2010-05-19,"","",0,2010-05-19 22:00,"","",2858750,"",""
6859,Core APIs,Feature,"",New,Should have,Document how to add a language to TYPO3,Francois Suter,"",2012-11-03 00:32,"","",2010-03-15,"","",0,2010-03-15 22:03,"","",2858800,"",""
12062,Coding Guidelines,Feature,"",Rejected,Should have,Handling of unconditional if statements,Stefano Kowalke,"",2011-04-01 11:55,"","",2011-01-10,"","",0,2011-01-10 17:13,"","",2859000,"",""
12059,Coding Guidelines,Feature,"",Rejected,Should have,Which logical operators are allowed?,Stefano Kowalke,Francois Suter,2011-04-07 15:52,"","",2011-01-10,"","",0,2011-01-10 16:20,"","",2859050,"",""
10783,Coding Guidelines,Feature,Task #48382: Non-rst documentation for display on docs.typo3.org,Resolved,Should have,Condensed version of the TYPO3 CMS CGL on just one page,Andy Grunwald,Chris topher,2013-05-22 16:48,"","",2010-11-14,"","",100,2010-11-14 19:35,"","",2859100,"",""
9492,Coding Guidelines,Feature,"",Rejected,Should have,allow global variables,Franz Holzinger,Francois Suter,2010-10-20 11:51,"","",2010-08-30,"","",0,2010-08-30 08:58,"","",2859250,"",""
14061,Coding Guidelines,Feature,"",Closed,Could have,"Default ""Code Style Scheme"" for most used IDE",Laurent Cherpit,Francois Suter,2011-04-08 15:36,"",4.5.0,2011-03-25,"","",100,2011-03-25 23:40,"","",2859400,"",""
11109,Coding Guidelines,Feature,"",Closed,Should have,phpDoc comments for objects,Jigal van Hemert,"",2011-04-08 15:36,"",4.5.0,2010-11-27,"","",0,2010-11-27 15:55,"","",2859500,"",""
10644,Coding Guidelines,Feature,"",Closed,Should have,function information block,Franz Holzinger,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-11-05,"","",100,2010-11-05 12:39,"","",2859550,"",""
10328,Coding Guidelines,Feature,"",Closed,Must have,Move to new documentation template,Francois Suter,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-10-19,"","",100,2010-10-19 08:59,"","",2859650,"",""
9487,Coding Guidelines,Feature,"",Closed,Should have,allow utf-8 for files,Franz Holzinger,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-08-28,"","",100,2010-08-28 22:42,"","",2859800,"",""
8909,Coding Guidelines,Feature,"",Closed,Should have,Document usage of $_ in foreach loops,Francois Suter,Francois Suter,2011-04-08 15:36,"",4.5.0,2010-07-16,"","",100,2010-07-16 22:23,"","",2859850,"",""
25839,TypoScript Syntax,Feature,"",Closed,Should have,Concepts to explain,Chris topher,"",2015-12-07 22:48,"","",2011-04-08,"","",0,2011-04-08 01:28,"","",2860150,"",""
25838,TypoScript Syntax,Feature,"",Closed,Should have,"Information about TypoScript Syntax, PHP arrays, objects, properties and so on",Chris topher,Chris topher,2015-12-07 20:27,"","",2011-04-08,"","",100,2011-04-08 01:28,"","",2860200,"",""
25841,TypoScript Reference (TSref),Feature,"",New,Should have,Data Types,Chris topher,"",2012-12-15 01:07,"","",2011-04-08,"","",0,2011-04-08 01:28,"","",2861050,"",""
25840,TypoScript Syntax,Feature,"",Resolved,Should have,Introduction,Chris topher,Chris topher,2015-12-07 22:31,"","",2011-04-08,"","",100,2011-04-08 01:28,"","",2861100,"",""
12185,TypoScript Reference (TSref),Feature,"",New,Should have,CONTENT cObject should mention recordRegister,Rik Willems,"",2011-01-13 14:24,"","",2011-01-13,"","",0,2011-01-13 14:24,"","",2861300,"",""
10419,TypoScript Reference (TSref),Feature,"",Closed,Must have,Move to new documentation template,Francois Suter,Chris topher,2011-04-10 21:42,"",4.4.0,2010-10-24,"","",100,2010-10-24 21:59,"","",2862050,"",""
11564,TypoScript Reference (TSref),Feature,"",New,Should have,Add list of registers to the relevant TS objects,Francois Suter,"",2014-02-15 05:08,"","",2010-12-18,"","",0,2010-12-18 15:30,"","",2862700,"",""
11382,Getting Started,Feature,"",Resolved,Must have,Add version number to cover page,Francois Suter,Francois Suter,2011-05-21 00:19,"",4.5.0,2010-12-10,"","",100,2010-12-10 15:09,"","",2872900,"",""
13132,Installation and Upgrade Guide,Feature,"",Resolved,Should have,In-Depth Installation: Add a section on how to translate the Backend,Andrey Aksenov,Chris topher,2013-08-21 16:47,"",4.5,2011-02-17,"","",100,2011-02-17 12:40,"","",2873100,"",""
13130,Installation and Upgrade Guide,Feature,"",Resolved,Should have,"Section ""Update"": Add a paragraph on updating extensions",Andrey Aksenov,Chris topher,2013-08-21 12:35,"",4.5,2011-02-17,"","",100,2011-02-17 12:32,"","",2873150,"",""
11380,TypoScript in 45 Minutes,Feature,"",Closed,Must have,Add version number to cover page,Francois Suter,Susanne Moog,2011-05-18 15:38,"","",2010-12-10,"","",0,2010-12-10 15:06,"","",2873450,"",""
12965,TYPO3 Skinning Reference,Feature,"",New,Should have,Mention extdeveval usage,Francois Suter,"",2011-02-11 08:52,"","",2011-02-11,"","",0,2011-02-11 08:52,"","",2873550,"",""
12964,TYPO3 Skinning Reference,Feature,"",New,Should have,Update for TYPO3 4.5,Francois Suter,"",2011-02-11 08:55,"","",2011-02-11,"","",0,2011-02-11 08:50,"","",2873600,"",""
11381,TYPO3 Skinning Reference,Feature,"",Resolved,Must have,Add version number to cover page,Francois Suter,Francois Suter,2010-12-10 15:59,"","",2010-12-10,"","",100,2010-12-10 15:07,"","",2873750,"",""
8906,TYPO3 Skinning Reference,Feature,"",Resolved,Should have,Icon reference is not enough handy,Fabien Udriot,Fabien Udriot,2010-10-20 11:52,"","",2010-07-16,"","",100,2010-07-16 17:13,"","",2873850,"",""
13137,TCA Reference,Feature,"",Closed,Should have,"Update the description of input-type field option ""checkbox""",Francois Suter,Francois Suter,2011-10-30 19:49,"",4.5.0,2011-02-17,"","",0,2011-02-17 15:35,"","",2894100,"",""
8821,Documentation,Feature,"",Closed,Must have,Define structure of TypoScript reference,Francois Suter,Tobias Liebig,2014-07-27 17:43,"","",2010-07-12,"","",0,2010-07-12 17:12,"","",2894400,"",""
