Date;hash;release
1107776541;5e6b113a0b12375d9627c7338cf1f52c39ca9981;refs/tags/cvs/release/vega/dev/28
1116337640;0a0e4dbf5b7c1e3583be7b242f59cbd5dc71a6c5;refs/tags/cvs/release/vega/dev/30
1124894977;bf90277002a840557e12915e0ba26db8faaf2270;refs/tags/cvs/release/vega/dev/31
1135171148;e9100368d17417952ac22384ae415270be4b374a;refs/tags/cvs/release/vega/dev/35
1146843338;b33b48bd7cf68b7ee1ec8759722fc2b18fe8fa24;refs/tags/cvs/release/vega/dev/37
1152262647;0c1fa5d8a2da6a061669706346e374c1e083d22f;refs/tags/cvs/release/vega/dev/38
1153148414;8437ff979cd16c368bb04117e05817fd98e9f0d7;refs/tags/cvs/release/vega/dev/39
1162905831;444ac5dc2ed049365e11973bc1d05b4a15f54780;refs/tags/cvs/release/vega/dev/40
1173462781;d91d99d352d2797dc5a81ec795d5a4c348f09fe5;refs/tags/cvs/release/vega/dev/41
1180616757;a20d24c3baa1986a33c5710b816ff2b6980b082d;refs/tags/cvs/release/vega/dev/43
1189094131;ead5d43bc5bc598c20d79cba096a53ec1a8c49ae;refs/tags/cvs/release/vega/dev/44
1201272453;ae286f240be9906e1ec7505283e56ab63a9c9ca8;refs/tags/cvs/release/vega/dev/46
1206707832;e14b5ee7db171a53b8c85d977282a1662e0a9122;refs/tags/cvs/release/vega/dev/48
1238600146;3385d12b98fb13ad94270cdc5d7baf98dccab372;refs/tags/cvs/release/vega/dev/49
